timestamp_ns,cam_id,corner_x,corner_y,corner_id,radius
1738865067892784384,1,475.235,290.126,76,2.85104
1738865067892784384,1,401.469,268.307,100,2.53664
1738865067892784384,1,402.442,203.4,104,2.94782
1738865067892784384,1,330.921,188.688,128,2.64097
1738865069292797184,1,272.973,269.01,48,2.23756
1738865069292797184,1,288.54,215.554,52,2.70865
1738865069292797184,1,282.27,66.6077,58,3.19287
1738865062759447808,1,1572.61,36.2965,85,4.66572
1738865049092836608,1,297.207,397.045,76,2.84119
1738865049092836608,1,228.271,372.8,100,2.5967
1738865049092836608,1,203.544,134.613,110,3.48713
1738865049092836608,1,166.849,283.746,128,2.66665
1738865021426240768,1,329.929,1185.22,17,2.04317
1738865021426240768,1,306.179,1311.07,33,2.68454
1738865021426240768,1,287.182,1253,37,2.29153
1738865021426240768,1,266.823,1395.86,53,2.93286
1738865021959572736,1,238.829,1225.47,13,2.27068
1738865021959572736,1,234.671,1372.71,29,2.78927
1738865021959572736,1,217.746,1448.73,31,2.78927
1738865021959572736,1,205.182,1305.89,33,2.60077
1738865021959572736,1,183.814,1246.9,37,2.14538
1738865043359468800,1,242.44,667.31,74,3.32112
1738865043359468800,1,306.272,665.042,76,3.85337
1738865043359468800,1,228.002,549.332,104,3.87499
1738865043359468800,1,164.938,710.06,120,2.78818
1738865043359468800,1,154.65,533.111,128,3.37379
1738865050626190592,1,448.692,409.936,96,2.4199
1738865050626190592,1,379.711,395.726,120,2.27648
1738865050626190592,1,371.408,340.778,124,2.61544
1738865050626190592,1,364.352,276.091,128,2.94815
1738865068426079488,1,374.319,317.091,72,2.36645
1738865068426079488,1,380.435,261.905,76,2.75592
1738865068426079488,1,312.589,238.963,100,2.49431
1738865068426079488,1,317.854,174.046,104,2.91318
1738865068426079488,1,252.372,221.279,124,2.13302
1738865049892826368,1,376.622,417.894,96,2.29353
1738865049892826368,1,376.07,362.366,100,2.78777
1738865049892826368,1,311.557,400.229,120,2.13076
1738865049892826368,1,305.684,344.48,124,2.47542
1738865049892826368,1,301.846,278.188,128,2.86084
1738865049892826368,1,302.154,200.457,132,3.34887
1738865019826220288,1,547.228,1196.93,45,2
1738865019826220288,1,438.809,1373.49,81,2.52238
1738865019826220288,1,432.778,1317.2,85,2.23104
1738865019826220288,1,430.399,1267.12,89,2
1738865019826220288,1,429.978,1223.41,93,2
1738865019826220288,1,372.127,1380.73,105,2.32337
1738865019826220288,1,371.761,1325.11,109,2.04722
1738865019826220288,1,372.835,1275.98,113,2
1738865019826220288,1,312.344,1442.26,125,2.27321
1738865019826220288,1,311.796,1383.54,129,2.05744
1738865019826220288,1,314.998,1329.92,133,2
1738865045826181376,1,75.4752,446.743,28,2.88218
1738865045826181376,1,75.7535,278.306,34,3.29385
1738865019159656704,1,577.769,1194.48,93,2
1738865019159656704,1,441.322,1294.65,133,2
1738865019159656704,1,451.747,1248.33,137,2
1738865019159656704,1,462.206,1206.73,141,2
1738865019159656704,1,410.229,1241.46,143,2
1738865020892920064,1,338.791,1409.94,53,2.9906
1738865020892920064,1,319.464,1344.82,57,2.59982
1738865020892920064,1,306.17,1286.84,61,2.19975
1738865020892920064,1,257.338,1356.62,81,2.33781
1738865020892920064,1,247.838,1298.99,85,2.05224
1738865062826129664,1,1711.22,126.852,57,3.43224
1738865070226147584,1,162.164,306.531,24,2.18584
1738865020826233088,1,353.365,1410.88,53,3.03756
1738865020826233088,1,333.648,1345.89,57,2.57488
1738865020826233088,1,320.522,1288.72,61,2.29149
1738865020826233088,1,305.663,1192.95,69,2
1738865020826233088,1,285.969,1423.02,77,2.62859
1738865020826233088,1,270.836,1358.2,81,2.36138
1738865020826233088,1,262.514,1300.36,85,2.03775
1738865049159526656,1,312.761,394.588,76,2.8161
1738865049159526656,1,247.429,301.753,104,3.0925
1738865049159526656,1,181.728,281.706,128,2.68713
1738865005092806912,1,1587.13,1519.62,68,2
1738865068159426816,1,360.055,301.31,96,2.17675
1738865068159426816,1,359.422,246.409,100,2.60848
1738865068159426816,1,295.885,230.066,124,2.3011
1738865068159426816,1,293.518,166.805,128,2.58489
1738865020159574272,1,434.616,1332.48,57,2.75252
1738865020159574272,1,418.163,1225.72,65,2.03936
1738865020159574272,1,414.14,1181.78,69,2
1738865020159574272,1,365.485,1343.29,81,2.54623
1738865020159574272,1,360.642,1286.29,85,2.16561
1738865020159574272,1,306.803,1411.24,101,2.58279
1738865020159574272,1,302.009,1348.87,105,2.26586
1738865020159574272,1,303.088,1243.49,113,2
1738865020159574272,1,306.091,1199.79,117,2
1738865020159574272,1,244.892,1350.55,129,2
1738865027026211072,1,151.277,616.93,117,2.99958
1738865067759448320,1,423.673,280.547,100,2.71623
1738865067759448320,1,362.969,318.716,120,2.05366
1738865067759448320,1,349.397,201.687,128,2.7001
1738865067759448320,1,346.876,129.136,132,3.03782
1738865045292855552,1,69.5569,435.085,48,2.46799
1738865048892862720,1,261.177,457.463,72,2.32882
1738865059626157056,2,1731.83,90.365,21,3.43257
1738865033159541760,2,1629.84,1418.4,49,3.53562
1738865057959496704,2,1645.45,646.704,3,2
1738865057959496704,2,1584.5,641.581,27,2
1738865018626378752,2,275.492,1296.58,62,2.04194
1738865064492772352,2,551.983,105.719,114,4.18306
1738865042026159104,2,369.209,452.69,38,4.61783
1738865058759457792,2,1750.84,559.061,3,2
1738865058759457792,2,1765.61,512.214,7,2
1738865058759457792,2,1704.85,506.811,31,2.17508
1738865058692786176,2,1772.57,540.12,7,2.00227
1738865058692786176,2,1700.4,581.7,27,2
1738865007892862976,2,1611.99,1378.01,15,2
1738865019359623168,2,317.31,1433.8,35,2.63013
1738865008959664128,2,1706.62,1314.12,65,2
1738865040826216448,2,420.639,305.02,119,4.39588
1738865008692969472,2,1755.05,1363.8,13,2
1738865008692969472,2,1719.49,1365.55,19,2
1738865008692969472,2,1650.56,1425.54,39,2
1738865008692969472,2,1613.46,1375.63,67,2
1738865036092851712,2,1860.4,758.478,51,2.72752
1738865018826360320,2,263.238,1214.98,47,2
1738865009226356224,2,1733.68,1341.63,38,2
1738865009226356224,2,1714.6,1385.57,39,2
1738865009226356224,2,1699.21,1397.82,57,2.09863
1738865009226356224,2,1506.5,1406.65,128,2.29342
1738865009226356224,2,1524.5,1306.91,134,2.01799
1738865009293041152,2,1750.9,1303.3,38,2
1738865009293041152,2,1700.35,1302.98,62,2
1738865009293041152,2,1683.18,1347.52,63,2
1738865009293041152,2,1567.65,1222.92,143,2
1738865010026392064,2,1775.67,1145.25,19,2
1738865058826127872,2,1741.68,531.567,3,2
1738865058826127872,2,1684.36,526.053,27,2
1738865008759654912,2,1720.27,1375.41,37,2
1738865008759654912,2,1683.61,1334.96,65,2
1738865042292886016,2,163.333,640.179,54,3.21867
1738865008559634944,2,1670.46,1456.28,11,2
1738865008559634944,2,1702.6,1351.1,19,2
1738865008559634944,2,1649.46,1358.27,43,2
1738865008426260992,2,1692.69,1345.89,19,2
1738865008426260992,2,1624.74,1405.7,39,2
1738865009493072384,2,1722.46,1440.02,28,2.37881
1738865009493072384,2,1696.48,1313.46,63,2
1738865064759456256,2,414.121,324.529,126,2.33371
1738865042559554048,2,169.333,640.892,30,3.60573
1738865009026364160,2,1754.12,1317.82,41,2
1738865009026364160,2,1708.43,1321.19,65,2
1738865040492851968,2,406.786,343.532,138,3.76591
1738865009626407680,2,1764.81,1231.25,38,2
1738865009159693056,2,1700,1464.98,32,2
1738865009159693056,2,1663.97,1471.63,35,2
1738865009159693056,2,1697.6,1413.65,39,2
1738865009159693056,2,1646.71,1411.54,63,2
1738865009159693056,2,1637.91,1315.09,90,2
1738865009693080320,2,1715.84,1197.08,67,2
1738865017959725824,2,276.289,1285.68,110,2
1738865007626181376,2,1581.33,1429.8,6,2.47568
1738865017559706368,2,277.243,1265.42,139,2
1738865018359728896,2,358.79,1474,79,2.46114
1738865000559515392,2,494.502,1453.12,45,2
1738865008092878592,2,1685.79,1286.6,17,2
1738865008092878592,2,1644.08,1287.21,23,2
1738865051626153728,2,385.233,404.11,11,2.99766
1738865051626153728,2,486.18,156.426,42,4.04572
1738865008226256640,2,1668.86,1291.46,23,2
1738865008226256640,2,1600.53,1395.08,39,2
1738865053226141440,2,421.58,300.679,111,3.65048
1738865066559446784,2,369.792,450.547,2,2
1738865008492965632,2,1668.14,1451.26,11,2.05943
1738865008492965632,2,1686.33,1396.47,15,2
1738865008826316032,2,1730.14,1365.51,37,2
1738865008826316032,2,1693.48,1362.15,43,2
1738865008292922624,2,1621.35,1501.87,28,2.46259
1738865008292922624,2,1615.71,1314.8,65,2
1738865009359740160,2,1751.35,1281.41,61,2
1738865009359740160,2,1728.73,1220.78,71,2
1738865008159546624,2,1685.16,1430.03,5,2
1738865008159546624,2,1643.71,1341.73,37,2
1738865065092790528,2,453.27,160.072,110,3.05842
1738865034292865280,2,1472.34,1424.08,124,4.2812
1738865034292865280,2,1536.39,1360.37,125,4.2812
1738865008626303232,2,1746.22,1357.76,13,2
1738865008626303232,2,1707.48,1324.11,41,2
1738865008626303232,2,1657.31,1367.09,43,2
1738865042492870912,2,335.718,468.638,14,3.92161
1738865064892788992,2,399.893,368.461,122,2.09258
1738865002559489024,0,302.575,151.818,20,2
1738865023426216960,0,1475.82,363.408,97,2.15755
1738865023426216960,0,1466.19,416.979,101,2
1738864997092836352,0,1477.59,181.655,125,2
1738864997092836352,0,1453.34,217.339,129,2
1738864997826167808,0,1419.42,160.706,125,2
1738865025026221056,0,1408.56,551.979,97,2.84285
1738865046559532032,0,1513.89,1343.16,141,2.37081
1738865025892918272,0,1299.79,869.14,92,2
1738865025892918272,0,1285.99,908.817,93,2
1738865046826177536,0,1469.56,1168.35,136,2.69611
1738864996759507968,0,1151.28,86.2866,4,2.08767
1738864996759507968,0,1451.43,99.2453,97,2.17187
1738864996759507968,0,1432.46,142.433,101,2
1738864996759507968,0,1414.1,182.111,105,2
1738865050826118144,0,449.575,1207.46,13,3.8749
1738864996226184192,0,1152.62,92.3026,4,2.10496
1738865051226125312,0,416.255,1157.35,9,2.78344
1738865015293107200,0,276.134,207.575,105,2.18004
1738865023492889600,0,1343.17,471.891,57,2
1738865023492889600,0,1404.22,412.376,77,2.03961
1738865023492889600,0,1519.16,356.796,124,2
1738865023492889600,0,1510.39,397.819,125,2
1738864996626188288,0,1150.34,85.965,4,2.02922
1738864996626188288,0,1450.53,96.5138,97,2.17705
1738864996626188288,0,1431.83,140.291,101,2
1738864996626188288,0,1413.63,179.546,105,2
1738865042226169856,0,271.506,953.851,9,3.68216
1738865024092903424,0,1290.78,536.709,61,2
1738865024092903424,0,1331.79,573.246,89,2
1738865024092903424,0,1319.12,607.23,93,2
1738865024092903424,0,1431.48,438.335,101,2.13638
1738865024092903424,0,1395.95,533.392,109,2
1738865024092903424,0,1519.83,342.055,120,2
1738865024092903424,0,1484.95,442.301,125,2
1738864997159491584,0,1472.73,183.019,125,2
1738865025092890624,0,1310.43,722.529,58,2.83668
1738865025092890624,0,1340.39,651.836,77,2.36182
1738865024892891136,0,1290.7,708.401,85,2.37253
1738865019492954112,0,985.181,393.57,135,2
1738865065692766208,0,455.105,1221.55,80,3.21609
1738865024159580160,0,1378.48,539.202,109,2
1738865071159436800,0,1424.72,1186.72,128,2
1738864999892788736,0,1104.46,113.366,111,2
1738865044092855808,0,1137.22,776.368,96,2
1738865044092855808,0,1193.21,785.003,120,2
1738864997426181632,0,1475.58,144.428,121,2
1738864997426181632,0,1540.75,138.349,123,2
1738864996426167808,0,1433.3,142.709,101,2
1738865047026177536,0,1320.77,1032.61,104,2.26101
1738865052159495680,0,560.328,1507.52,69,5.79972
1738865029426191872,0,298.004,248.382,73,4.923
1738864996559481344,0,1150.34,85.964,4,2.05161
1738864996559481344,0,1414.65,179.467,105,2
1738865023026227712,0,1489.42,341.66,121,2
1738865023026227712,0,1456.58,435.948,129,2
1738864998092818944,0,1397.93,137.935,125,2
1738865018892995072,0,859.461,434.484,139,2
1738865065292745216,0,411.147,1321.21,84,3.25687
1738864996026153472,0,1371.47,137.015,77,2.12977
1738864996026153472,0,1434.16,146.531,101,2
1738865022892907008,0,1476.67,301.247,120,2
1738865022892907008,0,1446.56,394.294,125,2
1738865045959467520,0,1479.74,1237.2,138,2.85299
1738865017226387968,0,255.804,379.12,21,2
1738865023159575296,0,1447.43,383.217,101,2
1738865023159575296,0,1411.02,505.388,113,2
1738865023159575296,0,1499.51,380.269,125,2
1738865023159575296,0,1469.78,464.926,133,2
1738865046359524096,0,1431.44,1038.63,102,2
1738865046626190080,0,1477.94,1095.03,126,2
1738865023226231552,0,1472.6,340.319,97,2.15239
1738865023226231552,0,1470.05,351.928,100,2
1738865023226231552,0,1460.3,393.854,101,2
1738865023226231552,0,1509.01,400.557,128,2
1738865015693081344,0,296.269,286.586,109,2.23053
1738865066359433984,0,412.946,1098.75,25,2.19971
1738864997559495424,0,1465.9,137.251,121,2
1738865022826244864,0,1448.69,336.556,121,2
1738864996692839168,0,1151.08,86.0317,4,2.06646
1738864996692839168,0,1432.02,141.274,101,2
1738864998159480576,0,1365.41,61.7719,97,2.33608
1738864998159480576,0,1336.99,102.159,101,2.11611
1738864998159480576,0,1429.5,87.2636,121,2.03129
1738865065826121472,0,501.503,1449.9,65,5.05923
1738865029226206976,0,272.054,236.694,49,4.23234
1738864996159448832,0,1153.7,95.4842,4,2.18265
1738865052226176768,0,456.909,1235.81,60,4.20342
1738864998226134784,0,1307.71,120.611,105,2
1738864998226134784,0,1364.81,135.824,129,2
1738864998226134784,0,1338.96,166.637,133,2
1738864998226134784,0,1316.08,195.506,137,2
1738865046492874496,0,1477.25,1113.45,132,2.4109
1738865046492874496,0,1497.69,1177.42,136,2.71656
1738865026159566592,0,1357.15,725.14,111,2.13333
1738865022959574784,0,1478.39,346.089,121,2
1738864998892822272,0,1247.98,104.55,109,2
1738864998892822272,0,1303.67,116.072,133,2
1738865024226205440,0,1434.54,504.241,129,2
1738865024226205440,0,1413.92,548.47,133,2
1738865024226205440,0,1394.5,587.882,137,2
1738864998292811520,0,1390.69,90.5394,125,2
1738864998292811520,0,1434.63,106.767,126,2
1738864996826173184,0,1450.77,102.039,97,2.17304
1738864996826173184,0,1413.07,185.153,105,2
1738865046292811520,0,1472.84,1176.25,136,2.78529
1738864997492839680,0,1471.25,139.569,121,2
1738864997226181888,0,1409.88,168.451,101,2.01433
1738865023626228992,0,1456.49,514.702,137,2
1738865016426415360,0,280.168,342.673,61,2.25921
1738864997892818176,0,1412.19,150.73,125,2
1738865072026098944,0,1465.94,1202.59,130,2
1738865023092899072,0,1485.05,384.428,125,2
1738865015359753472,0,288.48,279.35,133,2
1738865071359421696,0,1471.39,1218.9,130,2
1738865051692854528,0,441.012,1187.33,33,3.33388
1738864998626154752,0,1387.31,33.3881,125,2
1738864996292843776,0,1152.33,92.5829,4,2.12371
1738864996292843776,0,1432.51,140.534,101,2
1738865066026088704,0,448.666,1268.64,60,4.13199
1738865065226139904,0,439.742,1238.53,104,2.63397
1738865052026206464,0,395.557,1073.37,25,2.28073
1738864996359514368,0,1152.49,91.4846,4,2.10765
1738864996359514368,0,1433.21,143.329,101,2
1738865065959436544,0,433.471,1279.39,60,3.57944
1738865064892788992,0,457.205,1232.84,128,2.90498
