timestamp_ns,cam_id,corner_x,corner_y,corner_id,radius
1738865019559577088,1,369.225,1317.89,133,2
1738865020026254848,1,556.6,1157.29,21,2
1738865020026254848,1,503.593,1214.99,41,2.10513
1738865020026254848,1,384.951,1345.4,81,2.48607
1738865020026254848,1,380.507,1288.36,85,2.20172
1738865020026254848,1,324.317,1412.59,101,2.55789
1738865020026254848,1,262.413,1411.54,125,2
1738865020026254848,1,220.563,1458.7,127,2
1738865070292760064,1,154.656,303.505,24,2.13336
1738865050692793856,1,460.566,404.178,96,2.4513
1738865050692793856,1,390.607,389.507,120,2.24251
1738865050692793856,1,382.308,335.199,124,2.61023
1738865050692793856,1,375.503,270.606,128,2.98238
1738865019892905472,1,593.142,1179.2,21,2
1738865019892905472,1,484.094,1303.1,61,2.31956
1738865019892905472,1,433.944,1434.61,77,2.92627
1738865019892905472,1,418.352,1315.45,85,2.22706
1738865019892905472,1,363.533,1440.38,101,2.58243
1738865019892905472,1,299.784,1440.63,125,2.21694
1738865019892905472,1,299.471,1381.78,129,2.002
1738865020092929536,1,433.074,1273.23,61,2.32736
1738865020092929536,1,427.205,1223.41,65,2.05269
1738865020092929536,1,423.609,1179.81,69,2
1738865020092929536,1,372.682,1340.31,81,2.48751
1738865020092929536,1,368.298,1283.69,85,2.17965
1738865020092929536,1,367.94,1189.6,93,2
1738865020092929536,1,312.42,1407.65,101,2.53697
1738865020092929536,1,308.815,1345.49,105,2.26677
1738865020092929536,1,308.817,1289.45,109,2
1738865020092929536,1,314.54,1197.12,117,2
1738865018959697408,1,490.545,1238.33,137,2
1738865018959697408,1,502.345,1196.97,141,2
1738865021159566848,1,331.392,1272.11,37,2.34461
1738865021159566848,1,286.816,1347.25,57,2.54239
1738865021159566848,1,228.315,1360.64,81,2.30141
1738865021759565312,1,288.384,1518.12,27,3.26832
1738865021759565312,1,240.485,1295.65,33,2.59526
1738865021759565312,1,221.222,1237.76,37,2.18525
1738865021759565312,1,182.478,1313.76,57,2.22116
1738865062292770304,1,1540.84,15.7468,109,4.22088
1738865020492910080,1,490.541,1199.54,17,2.20374
1738865020492910080,1,477.262,1157.85,21,2
1738865020492910080,1,427.328,1216.78,41,2.08013
1738865020492910080,1,385.298,1338.7,57,2.69695
1738865020492910080,1,373.974,1281.04,61,2.34344
1738865020492910080,1,331.556,1414.79,77,2.7729
1738865020492910080,1,319.585,1350.1,81,2.44097
1738865020492910080,1,312.96,1292.73,85,2.11742
1738865020492910080,1,309.226,1241.76,89,2
1738865020492910080,1,259.153,1356.4,105,2.16303
1738865020492910080,1,255.705,1300.47,109,2
1738865026892893696,1,106.798,604.896,117,2.97604
1738865048159522304,1,134.788,404.022,76,2.65393
1738865048159522304,1,144.723,333.864,80,3.1701
1738865048159522304,1,74.3667,438.035,96,2.024
1738865049226149376,1,325.321,392.63,76,2.85515
1738865049226149376,1,254.743,424.896,96,2.20294
1738865049226149376,1,254.883,367.856,100,2.60093
1738865049226149376,1,258.96,299.279,104,3.11613
1738865049226149376,1,192.393,279.351,128,2.7173
1738865043026148864,1,457.256,769.701,72,3.45409
1738865043092848128,1,511.031,724.187,49,3.57134
1738865043092848128,1,270.48,746.485,120,2.78341
1738865043092848128,1,246.649,577.746,128,3.5656
1738865068292791808,1,400.082,318.456,72,2.30164
1738865068292791808,1,405.876,263.501,76,2.80878
1738865068292791808,1,336.029,296.887,96,2.12321
1738865068292791808,1,336.09,241.643,100,2.56826
1738865068292791808,1,340.105,176.866,104,2.92337
1738865068292791808,1,273.941,225.117,124,2.24825
1738865068292791808,1,273.126,161.382,128,2.05781
1738865020426214912,1,491.209,1157.96,21,2
1738865020426214912,1,386.643,1280.78,61,2.33621
1738865020426214912,1,331.194,1349.33,81,2.44474
1738865020426214912,1,324.678,1291.84,85,2.13853
1738865020426214912,1,277.005,1418.2,101,2.34474
1738865020426214912,1,269.914,1355.58,105,2.19811
1738865020426214912,1,267.197,1299.55,109,2
1738865020426214912,1,214.773,1358.07,129,2
1738865068959391232,1,339.871,259.009,52,2.86606
1738865068959391232,1,264.529,284.93,72,2.10924
1738865068959391232,1,274.131,229.265,76,2.55887
1738865027092897280,1,63.5341,1234.9,99,3.89955
1738865027092897280,1,142.028,713.497,113,3.27275
1738865027092897280,1,171.37,628.781,117,3.03722
1738865027092897280,1,110.232,623.322,141,2.75672
1738865021292879360,1,328.987,1316.61,33,2.7444
1738865021292879360,1,309.943,1259.82,37,2.30345
1738865021292879360,1,287.996,1401.27,53,2.85063
1738865021292879360,1,207.812,1349.29,81,2.02135
1738865021292879360,1,178.88,1407.46,83,2.02135
1738865026092899840,1,78.8602,894.465,12,4.15755
1738865067292764672,1,506.437,378.524,96,2.37792
1738865067292764672,1,426.413,311.79,124,2.51203
1738865067292764672,1,415.214,249.504,128,2.88985
1738865021892880896,1,252.238,1222.56,13,2.32275
1738865021892880896,1,216.4,1302.69,33,2.52318
1738865069092760064,1,235.582,276.096,72,2.09745
1738865069092760064,1,245.463,220.608,76,2.56132
1738865043492825600,1,171.907,648.903,100,3.44052
1738865043492825600,1,112.93,715.113,120,2.74605
1738865043492825600,1,105.321,630.207,124,3.14018
1738865043492825600,1,114.635,214.254,138,3.8255
1738865068692761088,1,319.423,258.063,76,2.65974
1738865068692761088,1,306.89,25.1178,86,3.02242
1738865068692761088,1,256.163,234.589,100,2.39152
1738865043159517696,1,216.347,571.79,128,3.51534
1738865026959575552,1,98.5125,694.993,113,3.3828
1738865026959575552,1,129.069,610.879,117,3.02127
1738865018892995072,1,566.38,1232.53,113,2
1738865018892995072,1,505.484,1235.7,137,2
1738865030692882944,1,1722.1,1380.52,76,4.73039
1738865043226163712,1,204.304,651.137,124,3.23319
1738865050759453184,1,389.773,332.59,124,2.69957
1738865050759453184,1,382.573,267.817,128,2.96442
1738865068492763648,1,424.619,341.018,48,2.49092
1738865068492763648,1,358.161,314.876,72,2.27601
1738865068492763648,1,364.451,259.84,76,2.71024
1738865068492763648,1,297.846,237.211,100,2.41788
1738865068492763648,1,303.177,172.29,104,2.88871
1738865068492763648,1,237.815,218.854,124,2.10464
1738865050226176512,1,341.304,353.765,124,2.58394
1738865067626082816,1,432.623,301.109,100,2.69294
1738865067626082816,1,371.524,340.174,120,2.04847
1738865067626082816,1,363.352,287.266,124,2.36316
1738865067626082816,1,355.318,223.662,128,2.73764
1738865067626082816,1,350.424,150.626,132,3.18444
1738865069692776960,1,225.33,229.185,48,2.13481
1738865051026158080,1,427.773,336.198,124,2.65651
1738865050492793344,1,428.967,362.248,100,2.8255
1738865050492793344,1,362.684,402.638,120,2.25455
1738865050492793344,1,354.717,347.29,124,2.53543
1738865050492793344,1,348.468,282.516,128,3.01728
1738865048226152960,1,155.368,416.863,50,2.39252
1738865048226152960,1,144.124,398.862,76,2.66983
1738865069159399936,1,281.665,297.31,48,2.31565
1738865069159399936,1,233.252,214.395,76,2.52288
1738865069159399936,1,137.183,187.568,98,2
1738865050359480832,1,347.629,351.335,124,2.6075
1738865050359480832,1,341.266,286.104,128,2.93183
1738865039359492608,1,1594.61,111.959,92,5.05693
1738865062426132992,1,1807.19,262.614,49,2.37333
1738865019426275840,1,409.704,1310.1,115,2
1738865019426275840,1,466.326,1224.7,117,2
1738865019426275840,1,386.68,1431.85,125,2.3869
1738865019426275840,1,396.775,1320.61,133,2
1738865019426275840,1,404.083,1273.72,137,2
1738865019426275840,1,363.725,1268.1,143,2
1738865049692865024,1,333.248,364.899,100,2.72888
1738865049692865024,1,270.994,403.321,120,2.11406
1738865049692865024,1,265.134,347.236,124,2.46856
1738865049692865024,1,262.028,280.412,128,2.89427
1738865049692865024,1,262.8,201.476,132,3.35207
1738865043559506432,1,94.059,653.79,98,2.88862
1738865043559506432,1,146.639,650.464,100,3.39986
1738865043559506432,1,88.8133,716.656,120,2.77927
1738865043559506432,1,80.9859,535.157,128,3.36698
1738865068559426048,1,346.36,260.079,76,2.65396
1738865068559426048,1,280.946,237.139,100,2.36735
1738865068559426048,1,286.737,171.215,104,2.81533
1738865068559426048,1,222.204,218.996,124,2.14237
1738865027426214400,1,236.112,634.545,141,2.55824
1738865021092918016,1,384.671,1205.71,17,2.12565
1738865021092918016,1,339.887,1273.33,37,2.32638
1738865021092918016,1,294.581,1348.06,57,2.59623
1738865021092918016,1,235.234,1361.49,81,2.33187
1738865048092873472,1,124.469,407.524,76,2.63099
1738865020226245376,1,465.663,1175.17,45,2
1738865020226245376,1,429.568,1339.08,57,2.79635
1738865020226245376,1,418.585,1282.24,61,2.40744
1738865020226245376,1,407.372,1188.46,69,2
1738865020226245376,1,361.252,1350.28,81,2.49898
1738865020226245376,1,355.532,1293.34,85,2.13192
1738865020226245376,1,353.218,1242.91,89,2
1738865020226245376,1,300.053,1208.08,117,2
1738865048826172160,1,257.333,401.07,76,2.82189
1738865048826172160,1,190.417,376.601,100,2.55663
1738865048826172160,1,194.737,306.785,104,3.03937
1738865048426173184,1,170.518,396.174,76,2.72175
1738865048426173184,1,109.181,371.797,100,2.48235
1738865069826102016,1,255.089,257.384,24,2.27353
1738865069826102016,1,199.464,225.448,48,2.14814
1738865050426172160,1,344.485,283.481,128,3.05598
1738865019292967680,1,548.601,1203.31,93,2
1738865019292967680,1,483.59,1254.09,113,2
1738865019292967680,1,400.178,1416.31,125,2.37966
1738865019292967680,1,415.597,1305.39,133,2
1738865019292967680,1,425.105,1258.53,137,2
1738865019292967680,1,434.261,1216.85,141,2
1738865069626090240,1,237.33,232.661,48,2.18745
1738865069626090240,1,255.27,179.67,52,2.32035
1738865043426149120,1,206.119,732.284,96,3.05515
1738865043426149120,1,140.92,714.335,120,2.81668
1738865068759417600,1,374.438,280.718,52,2.8873
1738865068759417600,1,305.288,252.444,76,2.55474
1738865068759417600,1,242.525,228.492,100,2.30809
1738865020959589120,1,402.373,1204.54,17,2.16596
1738865020959589120,1,355.569,1271.41,37,2.38266
1738865020959589120,1,342.388,1221.82,41,2.0207
1738865020959589120,1,327.873,1410.56,53,3.00931
1738865020959589120,1,308.182,1344.71,57,2.54821
1738865020959589120,1,294.155,1286.91,61,2.22229
1738865020959589120,1,246.463,1356.76,81,2.2989
1738865020959589120,1,236.694,1299.2,85,2.03658
1738865047492803328,1,70.4446,452.878,52,2.62442
1738865070026111744,1,214.746,268.846,24,2.20422
1738865070026111744,1,236.936,218.225,28,2.68529
1738865019092990720,1,454.523,1294.57,133,2
1738865021492886272,1,318.117,1182.18,17,2.01915
1738865021492886272,1,295.248,1307.97,33,2.70369
1738865021492886272,1,275.913,1250.55,37,2.20671
1738865021492886272,1,234.232,1327.07,57,2.5008
1738865021692902144,1,319.455,1273.2,9,2.77698
1738865021692902144,1,296.347,1217.6,13,2.35372
1738865021692902144,1,237.111,1237.99,37,2.20825
1738865021692902144,1,197.163,1313.56,57,2.42469
1738865019226299136,1,416.36,1347.9,129,2.1909
1738865019226299136,1,447.271,1206.86,141,2
1738865047226129152,1,160.126,478.611,5,2.87803
1738865019026332416,1,466.686,1290.89,133,2
1738865019026332416,1,478.221,1244.11,137,2
1738865019026332416,1,489.429,1202.4,141,2
1738865020626230016,1,455.36,1165.86,21,2
1738865020626230016,1,369.308,1347.6,57,2.67623
1738865020626230016,1,356.404,1290.18,61,2.32929
1738865020626230016,1,304.329,1360.54,81,2.40398
1738865020626230016,1,296.19,1302.84,85,2.05278
1738865054959471360,1,1734.24,162.216,65,4.90965
1738865067359439616,1,405.25,244.54,128,2.86219
1738865045226179328,1,77.1905,441.844,48,2.79022
1738865024559565568,1,86.8109,1030.47,16,2.92107
1738865024559565568,1,76.264,968.747,17,2.92107
1738865068359437056,1,388.124,319.323,72,2.34034
1738865068359437056,1,325.321,241.618,100,2.45522
1738865068359437056,1,330.016,176.28,104,2.91331
1738865068359437056,1,264.106,223.953,124,2.20113
1738865069759411968,1,212.372,227.655,48,2.16814
1738865042626205440,1,429.913,761.965,120,2.97762
1738865068226123520,1,412.185,321.248,72,2.37652
1738865068226123520,1,417.249,266.294,76,2.8183
1738865068226123520,1,347.15,300.558,96,2.12729
1738865068226123520,1,346.059,244.679,100,2.53069
1738865068226123520,1,349.234,180.274,104,2.98847
1738865068226123520,1,283.227,229.326,124,2.27831
1738865068226123520,1,281.38,166.1,128,2.43265
1738865068226123520,1,232.71,107.515,130,2.43265
1738865026692912896,1,99.4049,609.869,93,3.14715
1738865068626093824,1,332.076,259.084,76,2.71333
1738865068626093824,1,265.912,292.307,96,2.03823
1738865068626093824,1,268.122,236.353,100,2.36992
1738865068626093824,1,274.57,170.022,104,2.37905
1738865068626093824,1,210.519,217.822,124,2.00882
1738865054759429888,1,1878.7,431.768,9,3.40072
1738865022092887808,1,183.207,1305.68,33,2.52864
1738865020559591168,1,408.461,1177.91,45,2
1738865020559591168,1,377.461,1343.53,57,2.70024
1738865020559591168,1,365.034,1285.88,61,2.30679
1738865020559591168,1,324.682,1419.84,77,2.78141
1738865020559591168,1,311.568,1355.68,81,2.415
1738865020559591168,1,304.07,1297.91,85,2.10145
1738865020559591168,1,299.139,1203.07,93,2
1738865020559591168,1,251.927,1362.41,105,2.20195
1738865068826132224,1,347.777,327.077,48,2.42239
1738865068826132224,1,293.089,245.188,76,2.61442
1738865068826132224,1,231.664,221.74,100,2.35238
1738865047826169600,1,142.243,424.743,52,2.75608
1738865047826169600,1,153.692,172.346,62,4.0072
1738865020292923136,1,514.44,1162.02,21,2
1738865020292923136,1,363.327,1417.38,77,2.80544
1738865020292923136,1,352.115,1353.43,81,2.49367
1738865020292923136,1,345.875,1296.39,85,2.12942
1738865020292923136,1,342.191,1202.09,93,2
1738865020292923136,1,296.385,1422.36,101,2.56637
1738865020292923136,1,289.837,1359.69,105,2.21298
1738865020292923136,1,290.249,1210.92,117,2
1738865020292923136,1,233.61,1361.95,129,2
1738865067826102016,1,424.206,321.038,96,2.27453
1738865067826102016,1,423.331,267.114,100,2.6913
1738865067826102016,1,361.768,303.507,120,2.01893
1738865067826102016,1,308.946,250.41,122,2.01893
1738865067826102016,1,355.574,249.677,124,2.37074
1738865067826102016,1,300.871,190.453,126,2.37074
1738865067826102016,1,351.687,187.018,128,2.75556
1738865067826102016,1,351.086,114.096,132,2.70052
1738865063626161920,1,1767.44,203.439,9,3.49347
1738865021826211584,1,289.084,1274.12,9,2.71763
1738865021826211584,1,228.044,1296.89,33,2.62087
1738865021826211584,1,208.31,1238.71,37,2.21445
1738865021826211584,1,155.128,1255.81,61,2.05947
1738865027692863232,1,339.238,645.96,141,2.9988
1738865027292884736,1,182.084,634.822,141,2.79082
1738865021626199808,1,312.377,1221.56,13,2.37153
1738865021626199808,1,294.604,1172.98,17,2.06676
1738865021626199808,1,271.291,1299.61,33,2.6244
1738865021626199808,1,252.27,1241.87,37,2.22664
1738865069026135808,1,260.224,225.54,76,2.51018
1738865047292825344,1,91.1621,491.866,28,2.7542
1738865022026223360,1,226.564,1224.28,13,2.32029
1738865022026223360,1,172.686,1246.95,37,2.16102
1738865067959422720,1,450.301,344.497,72,2.36917
1738865067959422720,1,454.361,290.145,76,2.86514
1738865067959422720,1,381.105,268.99,100,2.57149
1738865067959422720,1,321.115,307.626,120,2.00572
1738865067959422720,1,315.669,253.65,124,2.25431
1738865067959422720,1,311.139,190.831,128,2.67273
1738865047092858624,1,307.049,46.6125,22,5.62004
1738865048026191104,1,117.435,403.543,76,2.60311
1738865048026191104,1,92.2431,246.938,82,3.02198
1738865022226240768,1,223.753,1296.88,9,2.61603
1738865022226240768,1,196.497,1241.22,13,2.22895
1738865022226240768,1,145.599,1265.92,37,2.01753
1738865050292843776,1,346.143,352.312,124,2.59279
1738865046159488256,1,70.1025,514.228,4,2.75467
1738865047959434496,1,109.869,400.97,76,2.56316
1738865069559444736,1,247.36,238.625,48,2.14744
1738865069559444736,1,264.974,185.648,52,2.6276
1738865049359512832,1,345.096,445.482,72,2.47687
1738865049359512832,1,350.419,390.306,76,2.94888
1738865049359512832,1,278.476,367.507,100,2.69831
1738865049359512832,1,281.215,299.059,104,3.19038
1738865049359512832,1,218.421,405.424,120,2.03164
1738865049359512832,1,212.449,280.613,128,2.76733
1738865070359426304,1,169.286,246.253,28,2.11143
1738865027626239232,1,310.331,647.049,141,2.97978
1738865044826187008,1,75.5335,625.878,48,3.2254
1738865044826187008,1,81.0888,542.758,52,3.8172
1738865069226108160,1,275.424,285.823,48,2.22828
1738865069226108160,1,290.282,232.679,52,2.74836
1738865069226108160,1,228.335,203.519,76,2.04174
1738865048626158848,1,208.337,399.502,76,2.77809
1738865048559508736,1,129.404,376.129,100,2.49783
1738865048559508736,1,135.372,305.73,104,2.47369
1738865068092759296,1,371.913,309.75,96,2.20643
1738865068092759296,1,371.16,254.856,100,2.60456
1738865068092759296,1,306.594,237.747,124,2.29121
1738865068092759296,1,304.011,174.431,128,2.58396
1738865067426151680,1,401.379,233.87,128,2.83863
1738865054892784896,1,1846.13,319.984,37,3.94223
1738865054892784896,1,1728.22,170.678,65,5.48053
1738865068892749056,1,284.361,236.025,76,2.57852
1738865068892749056,1,219.08,268.457,96,2.00493
1738865068892749056,1,223.533,212.14,100,2.21859
1738865068892749056,1,190.142,146.409,102,2.21859
1738865068892749056,1,134.378,193.257,122,2
1738865049559497984,1,330.304,382.74,74,2.55398
1738865049559497984,1,316.492,422.278,96,2.34668
1738865049559497984,1,315.866,366.635,100,2.72019
1738865049559497984,1,254.321,404.918,120,2.06365
1738865049559497984,1,248.6,348.302,124,2.42672
1738865049559497984,1,245.918,281.447,128,2.78635
1738865049559497984,1,248.032,202.851,132,2.92584
1738865051292843264,1,555.081,398.087,96,2.63594
